Time,EEG_C3,EEG_C4,EEG_O1,EEG_O2,EEG_F3,EEG_F4,EEG_P3,EEG_P4,ECG_I,ECG_II,ECG_III
0.20600000000000002,4.468384520730988e-05,-4.581405050955583e-06,-6.055931203010681e-05,4.9607070376632605e-06,2.226826212339922e-05,-1.678028045304029e-05,-9.902028534321515e-06,-1.5683576695592697e-05,0.000772708853263712,0.0009620867907945396,0.0005403350506755692
0.20800000000000002,4.4895514382907236e-05,6.737418544718178e-07,-6.136217704376374e-05,5.360888851381711e-06,2.2930440960373155e-05,-1.7786086363624333e-05,-1.3476312644850912e-05,-1.6386411181318888e-05,0.0009831361969507523,0.001142375050770365,0.0007503848846570615
0.21,4.429023000011226e-05,4.780073358740722e-06,-6.269093686396001e-05,7.409175556607365e-06,2.3611310755171258e-05,-2.0577564363099964e-05,-1.7435124390775903e-05,-1.6890440069272333e-05,0.0010831411188054264,0.0013649255225176016,0.000885311890694226
0.212,3.9749931832675415e-05,9.42121044801609e-06,-6.579530753878444e-05,8.089312890894118e-06,2.4933292684551484e-05,-1.97592786877961e-05,-2.0872692416245315e-05,-1.6735703830345742e-05,0.0012987721946794467,0.0015875700555262012,0.000983321555562009
0.214,3.742438969944441e-05,1.3139186922105199e-05,-6.768410310359379e-05,9.128188434063463e-06,2.729296689071383e-05,-1.7893312133821773e-05,-2.6553831817917614e-05,-1.632751063415552e-05,0.0013041493317754926,0.001825736447757385,0.001164344226146509
0.216,3.303656587210474e-05,1.7254470752669716e-05,-6.737893830907766e-05,1.0995786588877516e-05,2.789700909587669e-05,-1.4697220862087322e-05,-3.099830020488888e-05,-1.7572358766158594e-05,0.001522561486024205,0.0018165925693968573,0.0012081496286332765
0.218,2.7814654648027334e-05,2.0294119734243095e-05,-6.771887245974875e-05,9.494494944801441e-06,2.9182730602018235e-05,-9.859046993702063e-06,-3.278607016561757e-05,-1.5844447070533544e-05,0.0016490710281058508,0.0018455000897634095,0.0012827836062278115
0.22,2.290003970480154e-05,2.4329945017415037e-05,-6.994030397711187e-05,1.0311161519670648e-05,3.0419513985545627e-05,-5.3223597988610845e-06,-3.485896664078918e-05,-1.6614925417979007e-05,0.0016733208002704266,0.001867186389822346,0.0013469637073077253
0.222,1.8281077134616257e-05,2.5425368956778376e-05,-7.211217649146417e-05,6.442761864984134e-06,3.100055445968463e-05,-1.0697845714533817e-07,-3.806528052821042e-05,-1.6476960924320315e-05,0.00017893316339649202,0.0001289505853253236,0.0001112315609481299
0.224,1.3388705120544313e-05,2.762054897201435e-05,-7.082116722662669e-05,3.4260443897060882e-06,3.1395888971338985e-05,5.806019586831509e-06,-3.7422204016964904e-05,-1.721085707026211e-05,0.00013549056714275642,0.0001510638253613525,0.00014949168409704978
0.226,8.177501526511806e-06,2.8615203488956757e-05,-6.971695056943888e-05,-1.787307617651777e-06,3.235072954528854e-05,1.1851280311318178e-05,-3.6856405070868714e-05,-1.6313935105619342e-05,0.00013094491111448526,0.00011275941916573071,0.00011575732648384904
0.228,4.216057587122784e-06,2.9068363791986065e-05,-6.564603766289567e-05,-7.691352654992932e-06,3.18450131568813e-05,1.7611857231087473e-05,-3.5709321429056846e-05,-1.5395118531202852e-05,0.00012948946864302363,0.00016629841824558367,9.32505895495869e-05
0.23,7.175712805645421e-07,3.010367748115504e-05,-6.310424260037376e-05,-1.748789728955041e-05,2.9947066769514257e-05,2.219335415009592e-05,-3.315839813595623e-05,-1.3086876404501803e-05,0.00010455732543108558,0.0001371299638193356,0.00018241052617927846
0.232,-6.791264307189884e-08,3.101794724979149e-05,-5.6189000868512687e-05,-2.5220353887639417e-05,2.92992508393175e-05,2.4026983358802613e-05,-2.9532559038160983e-05,-1.295451798632044e-05,0.0001604341859108778,0.0001714385316339662,4.5478404799013476e-05
0.234,-1.6130111207583075e-06,3.063590610441128e-05,-5.0083367173461525e-05,-3.68492385205195e-05,2.6978146613651044e-05,2.7310599893330108e-05,-2.4493969633299272e-05,-1.0817965497686998e-05,0.00011174050278742301,0.00012946634267466074,5.867011506932015e-05
0.23600000000000002,-2.5670476048792664e-06,3.064799645956482e-05,-3.934700952809384e-05,-4.655463442189939e-05,2.4472954438366213e-05,2.9134992414815222e-05,-2.0235135296502512e-05,-1.2714436687291666e-05,0.00013828666412656328,0.0002062887937889572,5.71391975783925e-05
0.23800000000000002,-3.386827270750999e-06,2.841996023638552e-05,-2.9482806322119506e-05,-5.408102720890325e-05,2.2479424422889875e-05,2.977289287999187e-05,-1.6223727790503492e-05,-1.202637032104368e-05,0.00011142246169361573,0.0001599128365034219,0.00018277197975397226
0.24,-2.689749392678485e-06,2.7924671694337272e-05,-1.6569829057947683e-05,-6.580786618367592e-05,1.867082007539939e-05,3.0624118046496444e-05,-1.2576559590285318e-05,-1.4140328345962875e-05,0.00014101065651271014,0.000233127582224325,0.00010183314199110362
0.242,-2.136215337708274e-06,2.8189765864478743e-05,-3.797220981253606e-06,-7.126208445758766e-05,1.5636596799167547e-05,2.9543211259729865e-05,-7.369321216604963e-06,-1.6574284650932465e-05,0.00018409235154962742,0.00015074579122156836,6.0082083080185437e-05
0.244,-1.8039961616671278e-06,2.7110196443653194e-05,1.0097930755196931e-05,-7.743188081938402e-05,1.235063614777342e-05,2.9031117531213996e-05,-4.4226761686189295e-06,-1.6437342048113912e-05,0.00014622131594710133,0.00014189921690730667,0.00012120374058209273
0.246,-1.497577181860161e-06,2.615547993315103e-05,2.318652054976621e-05,-8.160040155066673e-05,8.62792643610025e-06,2.8676551624931342e-05,-3.711209586245554e-06,-2.0493855271308557e-05,0.0001541588799674568,0.00016566885669987,0.000175707485639968
0.248,-2.5205356954220065e-06,2.65088081983967e-05,3.5557429736536787e-05,-8.35650074460925e-05,4.522224373771839e-06,2.8012753398392055e-05,-4.639965375709472e-07,-2.344073087119526e-05,0.0002066903410480475,0.0001626513734378788,0.00013512526683117997
0.25,-3.954487026661619e-06,2.4102098149074938e-05,4.612940489485273e-05,-8.387265206655898e-05,1.6859207270640094e-06,2.8098609011903273e-05,2.647932622010576e-06,-2.668065884576219e-05,0.0002874307632150882,0.00021263174541859959,0.0001516082921560098
0.252,-5.138132210215037e-06,2.41064665370054e-05,5.69531467713526e-05,-8.231451866318658e-05,-2.3349343080458315e-06,2.78533935756829e-05,4.575244518707005e-06,-2.9128995454333367e-05,0.0002803551197176491,0.0003814921098860682,0.0001489625632251925
0.254,-6.934562953891278e-06,2.249068645677949e-05,6.48285696508191e-05,-7.941684893595073e-05,-6.134473100863045e-06,3.171101105926114e-05,6.276502008657635e-06,-3.270147841190308e-05,0.0002175529598263008,0.0001633667365215408,0.00015065919071254546
0.256,-9.986997996230106e-06,2.0865957782130314e-05,7.008978203243616e-05,-7.418588092256777e-05,-9.61475125551725e-06,3.412126035176339e-05,8.539921893744136e-06,-3.4289435924569056e-05,0.00013760110001914092,0.00024247909830663175,0.00019383427311028286
0.258,-1.3616594242544648e-05,1.8857812754298547e-05,7.510180389654402e-05,-6.790753029350255e-05,-1.489556321573938e-05,3.6273061944132274e-05,8.63549129448048e-06,-3.519991887685768e-05,0.0002804078284839454,0.00029203239402480135,0.00022223862535038707
0.26,-1.5536159859780864e-05,1.7090042756903243e-05,7.897824934036937e-05,-6.0470986994164426e-05,-1.761449729254279e-05,4.0376142585640324e-05,1.166927579100525e-05,-3.4440871911423706e-05,0.00021457225977101783,0.00032563148416865677,0.0001865208073437127
0.262,-2.0499074727249485e-05,1.5935837812795895e-05,7.775294967425976e-05,-5.3005995496862046e-05,-2.1998290096688365e-05,4.4947942974153984e-05,1.3392509644499503e-05,-3.594816401380271e-05,0.00019982618571215665,0.0002844379727481009,0.00015149252480966633
0.264,-2.3787316933377808e-05,1.3327276511149611e-05,7.587899385830123e-05,-4.6779771888153066e-05,-2.5919819732841573e-05,4.947369322191961e-05,1.5644866010700567e-05,-3.647550788291164e-05,0.0002058223563831137,0.00016179006091052368,0.00022078192943519837
0.266,-2.6451940903771997e-05,1.1811455496285048e-05,7.191069413818636e-05,-3.996525876385603e-05,-3.098409897283709e-05,5.260289161249471e-05,2.0800201340702497e-05,-3.3257139833057036e-05,0.0001804861530308091,0.0003747790559163942,0.0001871476550648526
0.268,-2.936558542588278e-05,9.319302571124668e-06,6.61757081621414e-05,-3.4492201283108624e-05,-3.5445627232638296e-05,5.730884752183318e-05,2.287968876628269e-05,-3.0213777361983835e-05,0.00022440063879839255,0.00032934113222174525,0.00017652419035160878
0.27,-3.1813123665661053e-05,8.021568967231387e-06,6.403981426503531e-05,-2.763954231369238e-05,-3.8751076727338616e-05,6.0136861975903023e-05,2.495526133544829e-05,-2.8033761095190338e-05,0.00022156137312587924,0.0002531686975251495,0.00024274755039440009
0.272,-3.1871708687538646e-05,6.930785258636453e-06,5.960254750804572e-05,-2.324401500958487e-05,-4.2773873066294965e-05,6.078824201933561e-05,2.875011780541664e-05,-2.328708141874628e-05,0.00027435426347865365,0.00030333466711109796,0.00018012743652676252
0.274,-3.2939202270929685e-05,7.122071701722247e-06,5.367241662052057e-05,-1.893838350114088e-05,-4.7084279894006814e-05,5.984455301185679e-05,3.073345200594997e-05,-2.008277796545789e-05,0.00020794193717394113,0.0002468559800805367,0.00019573916713774993
0.276,-3.152033222854284e-05,6.912171990264005e-06,5.01028021620782e-05,-1.5173784077884639e-05,-4.94830645441894e-05,5.8373676346337075e-05,3.577826315391024e-05,-1.7080836476202644e-05,0.0003066369084601707,0.0003871495196784197,0.00013788540143232233
0.278,-3.0638177008400254e-05,7.142829074416681e-06,4.593053288844756e-05,-1.0770796200318e-05,-5.104759699979336e-05,5.3760898989329566e-05,3.8849823604635345e-05,-1.5310140173846032e-05,0.0003041101993176386,0.0003489130650926829,0.00021212889871348643
0.28,-2.9372322733152336e-05,7.073568963638517e-06,4.284097207928357e-05,-8.448160408007006e-06,-5.245332544232887e-05,4.955174171443937e-05,3.962973946550908e-05,-1.4351992919679088e-05,0.0002834975606403968,0.00024882301237695467,0.0002846288379110773
0.28200000000000003,-2.570210551693392e-05,7.159282844649539e-06,4.052958127842619e-05,-6.489178445645688e-06,-5.395201233949807e-05,4.242774990756722e-05,4.3746662436636264e-05,-1.3592031752702731e-05,0.0003156834027353107,0.00027923555311876777,0.00019068903791674702
0.28400000000000003,-2.296263783298507e-05,9.17145877770128e-06,4.096592445559672e-05,-4.214328628373305e-06,-5.153444841854323e-05,3.5560793221522034e-05,4.2837467146751515e-05,-1.399836590487954e-05,0.0002591648250701666,0.0002990352273583611,0.00023946678112797003
0.28600000000000003,-2.0490916635824124e-05,8.916731950935706e-06,4.164712460777774e-05,-2.823126073937958e-06,-4.911795712328124e-05,2.7950903360197507e-05,4.6157013092593936e-05,-1.6150382047820673e-05,0.00026211356275600246,0.00037355658123945624,0.0002556244821483185
0.28800000000000003,-1.597428861704367e-05,8.504996675039732e-06,4.169537232740093e-05,-2.1248080610637158e-07,-4.587801716407616e-05,2.00973005962139e-05,4.584002369558699e-05,-1.9491535569978862e-05,0.0003682198682698859,0.00040482419588680447,0.0002632459528309288
0.29,-1.3846748684837673e-05,9.758884083291704e-06,3.8154855237773966e-05,1.4736572606213693e-06,-4.169528027219679e-05,1.2676044933797489e-05,4.663379811483606e-05,-2.2819765398411226e-05,0.00026077691449284045,0.0002936295164091689,0.00019101035226518529
0.292,-1.2443704332012162e-05,1.0181300405643584e-05,4.10915805609307e-05,2.477637002953293e-06,-3.7006637985529685e-05,5.641364736783949e-06,4.470872565605666e-05,-2.6954900936970355e-05,0.00035130189189412457,0.0002686665711394056,0.0003243351313587183
0.294,-8.815529994844211e-06,9.83643928204564e-06,4.131250805139443e-05,3.245537870813425e-06,-3.137393747037926e-05,1.2261000726557655e-06,4.6313148077099765e-05,-3.152975872775006e-05,0.0003958751156302941,0.00035557048434344717,0.00031214285316058505
0.296,-8.121834823017405e-06,9.632524401721839e-06,3.822718150784108e-05,3.6442656874525817e-06,-2.3979024544822682e-05,-4.907499858083926e-06,4.473854624162453e-05,-3.5508268612707956e-05,0.0003223043080027993,0.00034392066221922,0.0002956598423293881
0.298,-7.321218661038795e-06,8.302456660204398e-06,3.413934932169085e-05,2.504906975086865e-06,-1.742959313840873e-05,-6.549308974461061e-06,4.461227248656246e-05,-3.819723993494907e-05,0.0002639866112057119,0.0003726610581384952,0.0002497957291611691
0.3,-7.246642133810015e-06,9.383971876326043e-06,2.9750668050719088e-05,3.375838862868193e-06,-1.2714181845011746e-05,-7.707614507191928e-06,4.577138807221819e-05,-3.9805708545815643e-05,0.0003309266645372616,0.0003063941598806903,0.0002612606392653153
0.302,-7.621452551167964e-06,9.255058311797016e-06,2.3545544951655828e-05,-3.0818097177193096e-07,-6.545356887084126e-06,-8.618838475128219e-06,4.432317136705297e-05,-4.061814508044001e-05,0.00039067878278574485,0.0004354819875927343,0.00025954137262612463
0.304,-8.988631141508028e-06,9.717486463038231e-06,1.4806566922569116e-05,-9.004446882871243e-07,-2.481503986755604e-06,-8.145939593073421e-06,4.0280239385121874e-05,-4.0920101881280133e-05,0.0003962530769141722,0.0003567699231431345,0.0003173499081763201
0.306,-1.0156147504288664e-05,9.966337526973507e-06,9.076995715212053e-06,-4.509233520869453e-06,1.1544485020745847e-06,-5.8384732207094154e-06,4.119247005304041e-05,-3.992771685558846e-05,0.00031647439545797617,0.00039374171908077753,0.00027868639080098
0.308,-1.028729041224421e-05,1.159915521939737e-05,1.3104535170418655e-06,-6.57184679840349e-06,4.365274741212558e-06,-4.091064434630388e-06,3.888155578783302e-05,-3.904020146407776e-05,0.0003826279122772896,0.0003622109400737577,0.00028933446505925584
0.31,-1.0104966351499396e-05,1.3849434919401948e-05,-4.513843470304744e-06,-1.1052059391201928e-05,6.480169902341428e-06,3.250849692849515e-07,3.7633921360121556e-05,-3.344575804267457e-05,0.000377491875487791,0.00043393826822607056,0.00021469291295823554
0.312,-1.1487211030603777e-05,1.5227326536153512e-05,-1.3327666860953974e-05,-1.5949595644062705e-05,7.53993341294023e-06,3.1792292374861796e-06,3.394331957909439e-05,-2.8604987694745997e-05,0.0002152588353940953,0.0004904780655092092,0.000279746842233956
0.314,-1.2906353988494387e-05,1.9387782289232226e-05,-1.973714688347712e-05,-2.2013508256746905e-05,8.165722508663968e-06,8.097171149346081e-06,2.887078719380662e-05,-2.513000559571596e-05,0.00039018174747875757,0.0003263174904355848,0.00025212091344635576
0.316,-1.1652349863789396e-05,2.2867976416335077e-05,-2.2978206095409028e-05,-2.6053434834587374e-05,7.86871027184002e-06,1.1877831679078648e-05,2.392392048317869e-05,-1.9253676223330553e-05,0.0003684456503157307,0.0005244723142749208,0.0002612089987907589
0.318,-1.3387366954931218e-05,2.6510953374856198e-05,-2.923554960322113e-05,-3.1554814073698944e-05,6.770057383815907e-06,1.590612664360057e-05,1.8633474503685058e-05,-1.687473301289544e-05,0.00031886349202274705,0.0005987024205658134,0.0002512040321491357
0.32,-1.3253913917097996e-05,3.0074425134976465e-05,-3.051555463856685e-05,-3.6675386262342366e-05,5.7697470499133225e-06,1.8381154641149674e-05,1.6363211934441485e-05,-1.2424647157610583e-05,0.00032564850465131634,0.0004462334421973601,0.0003024358507313963
0.322,-1.228874707755238e-05,3.344549588270298e-05,-2.919427952000566e-05,-4.095508045184713e-05,4.523205931792379e-06,2.143570059449569e-05,8.974540731022908e-06,-9.839192751207517e-06,0.00038832590654979993,0.0004868964014504125,0.00032407896350532305
0.324,-1.2177471638825761e-05,3.850326406187954e-05,-2.557285471402236e-05,-4.357382810025148e-05,3.917755678328457e-06,2.3840824023742235e-05,3.59685889294653e-06,-7.200203082602801e-06,0.00032419069423178417,0.0005008008197397098,0.0003413376037321822
0.326,-1.2094294822123952e-05,3.998674593590139e-05,-1.9409660785930845e-05,-4.8414834470470995e-05,3.0533187368147862e-06,2.5855487916570443e-05,-4.423291590499466e-06,-6.9907016805663025e-06,0.0004074499506006334,0.0005632581864904282,0.00026567799993386674
0.328,-1.187798819739808e-05,4.158542373074048e-05,-1.5125957688476385e-05,-4.945549965188397e-05,2.858838679856542e-06,2.7100493552702598e-05,-8.470892457548916e-06,-8.811195737978911e-06,0.00036508800556447223,0.0004116557811607373,0.00026784119421512277
0.33,-1.1386077387981347e-05,4.3346755724341235e-05,-8.914426077003476e-06,-5.433372879297301e-05,2.9487134169065944e-06,2.9652244053833735e-05,-1.4262098960781679e-05,-1.0184503585105315e-05,0.0002861312204263165,0.0005103530096914247,0.0003301148436691795
0.332,-1.1842649376458047e-05,4.2865023130444815e-05,6.981035969033775e-08,-5.584697415127181e-05,3.4872269424439045e-06,3.1120771760815736e-05,-1.710474352076363e-05,-1.2739965219728045e-05,0.0002860713728740561,0.0005247581654386321,0.00030544966008708857
0.334,-1.2566682650000804e-05,4.07698293657475e-05,8.837021578801265e-06,-5.854336038504362e-05,4.490265256141767e-06,3.356776057012626e-05,-2.1383722557332992e-05,-1.642459773865931e-05,0.00041864108780327065,0.0004134649077886944,0.0002580409083556802
0.336,-1.3130390951083572e-05,3.813364509026139e-05,1.7758515708268924e-05,-6.098887196698408e-05,5.687460702994084e-06,3.57382243565062e-05,-2.0604478165414322e-05,-2.1396237179850182e-05,0.0004034626512255534,0.0005246642045400058,0.0003405802754663607
0.338,-1.2927719862812883e-05,3.5621780186562825e-05,2.5434525360432028e-05,-6.118643389608167e-05,5.582543762380315e-06,3.666855398093939e-05,-1.855074807044873e-05,-2.436661049034592e-05,0.00034997099286115273,0.00048246099418141524,0.0003724174237995673
0.34,-1.2738403704950851e-05,3.1552780130306043e-05,3.1901359923161674e-05,-6.20318126425006e-05,6.275964714431394e-06,3.891756440374591e-05,-1.8689109263270747e-05,-2.834914341615047e-05,0.00044557934027688673,0.0004417559134805636,0.0002607865694238804
0.342,-1.324950423782141e-05,2.756105374280739e-05,3.792080265729069e-05,-6.407953776632658e-05,6.654279453784326e-06,4.024519547424232e-05,-1.4110148341322773e-05,-3.1331986951488284e-05,0.0004083396508981538,0.0004333636872665023,0.00033033323644641294
0.34400000000000003,-1.2896199729183608e-05,2.1756573576280245e-05,4.4898979857752204e-05,-6.493185533000895e-05,6.380289593941542e-06,4.275406061644902e-05,-1.0180357919958187e-05,-3.30473692005197e-05,0.0003644216919320937,0.0004860274994453032,0.0002888608785066573
0.34600000000000003,-1.399337246149799e-05,1.719380216344435e-05,4.826917224678677e-05,-6.445565093533243e-05,4.588654182730949e-06,4.493863459532432e-05,-4.977162671246962e-06,-3.4817509866921845e-05,0.00039872423579680665,0.00043536152583840564,0.00030823609733824617
